id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
67259,0.0,2011-03-30,,0,,34.80235381,-8.21075423,Kwa Mpulule,0,Rufiji,Magunguli,Mbeya,12,7,Mbarali,Madibira,0,True,GeoData Consultants Ltd,WUA,,True,0,gravity,gravity,gravity,wua,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
56107,0.0,2011-07-28,Redep,0,DWE,33.0500361,-2.51949717,Kwa Masunga,0,Lake Victoria,Mwakilu,Mwanza,19,2,Magu,Bujashi,0,True,GeoData Consultants Ltd,VWC,,True,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
26162,0.0,2013-02-08,Samsoni,0,Samsoni,32.61107401,-3.87113726,Samsoni Lukasi,0,Lake Victoria,Kabela,Shinyanga,17,3,Kahama,Zongomera,0,True,GeoData Consultants Ltd,,,True,0,other,other,other,private operator,commercial,unknown,unknown,milky,milky,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,others
32674,0.0,2012-10-11,Rwssp,0,DWE,32.55595679,-4.1642031,Mkuyuni,0,Lake Tanganyika,Butegwa,Shinyanga,17,3,Kahama,Chona,0,,GeoData Consultants Ltd,,,False,0,other,other,other,wug,user-group,unknown,unknown,milky,milky,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,others
29087,500.0,2011-10-04,Unicef,1536,DWE,34.60377827,-9.00672866,Kwa David Luondo,0,Rufiji,Lyalamu,Iringa,11,4,Njombe,Usuka,55,True,GeoData Consultants Ltd,WUA,wanging'ombe water supply s,True,1978,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
52713,0.0,2013-02-09,Swash,1372,TWESA,30.83785941,-3.42770079,Kazilamihunda Primary School,0,Lake Tanganyika,Kumunzoya,Kigoma,16,1,Kibondo,Kasanda,600,True,GeoData Consultants Ltd,VWC,,False,2011,gravity,gravity,gravity,water board,user-group,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,others
21538,0.0,2011-07-29,Government Of Tanzania,1196,RWE,33.03359522,-2.01741829,School,0,Lake Victoria,Kabakara,Mwanza,19,1,Ukerewe,Murutunguru,1500,True,GeoData Consultants Ltd,VWC,Murutunguru Water Supply,True,1978,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe multiple,communal standpipe,others
67806,0.0,2013-02-08,Government/tassaf,1384,DWE,30.85323574,-2.98488423,Kwa Tabu Fala,0,Lake Tanganyika,Nyabibuye B,Kigoma,16,1,Kibondo,Nyabibuye,350,True,GeoData Consultants Ltd,VWC,Nyabibuye gravity water supply,False,2007,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional needs repair
71072,1000.0,2013-02-03,Mission,1040,DWE,35.28678341,-10.44802088,Kwa Mafuengi,0,Lake Nyasa,Sokoine,Ruvuma,10,2,Songea Rural,Kilagano,850,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa kilagano,True,2009,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
61036,0.0,2011-03-27,Lvia,0,LVIA,36.13864081,-6.28398804,Kisimani,0,Wami / Ruvu,Majengo Mapya,Dodoma,1,4,Chamwino,Msamalo,0,True,GeoData Consultants Ltd,VWC,Mgun,True,0,mono,mono,motorpump,vwc,user-group,unknown,unknown,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,others
33042,0.0,2011-04-02,Village Council,0,VILLAGE COUNCIL,33.53978063,-8.93543463,Singinal Mandole,0,Rufiji,Simambwe,Mbeya,12,2,Mbeya Rural,Igale,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
9600,1500.0,2013-02-26,Danida,829,DWE,35.66564021,-10.22355785,Kwa Segere,0,Lake Nyasa,Sokoine,Ruvuma,10,2,Songea Rural,Gumbiro,125,True,GeoData Consultants Ltd,VWC,,True,1993,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,others
67758,2000.0,2013-02-18,Mission,1007,DWE,35.45787888,-10.60685372,Kwa Luholanji,0,Lake Nyasa,Lundusi,Ruvuma,10,2,Songea Rural,Maposeni,0,False,GeoData Consultants Ltd,VWC,Mradi wa maji wa peramiho,True,2005,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
47736,200.0,2011-03-01,Tasaf,990,DWE,36.70712051,-8.66491284,Kwa Yasini,0,Rufiji,Ukwama,Morogoro,5,4,Ulanga,Vigoi,280,True,GeoData Consultants Ltd,Water Board,Mbagula,True,2004,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
29938,0.0,2013-01-29,Government Of Tanzania,0,DWE,33.05811845,-4.2722745,Kadata Magharibi,0,Lake Tanganyika,Kadata,Tabora,14,1,Nzega,Isanzu,0,False,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
5385,0.0,2011-04-04,,0,,34.31368429,-8.6803019,Shule Ya Msingi,0,Rufiji,Santa Maria A,Mbeya,12,7,Mbarali,Ubaruku,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
36403,0.0,2011-02-18,Government Of Tanzania,1776,Gover,35.74699577,-8.04386731,none,0,Rufiji,Mhongola,Iringa,11,7,Kilolo,Ukumbi,150,True,GeoData Consultants Ltd,VWC,Kitowo,True,1984,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,others
42918,0.0,2011-07-13,Danida,0,Central government,33.92487457,-9.66313058,Kwa Mwambogo Mbaganile,0,Lake Nyasa,Mbande,Mbeya,12,3,Kyela,Ngonga,0,True,GeoData Consultants Ltd,VWC,Ngana water supplied scheme,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,others
64640,0.0,2013-01-22,Jaica,60,JAICA,39.46384570000001,-10.23343939,Kwa Mzee Koko,0,Ruvuma / Southern Coast,Kawawa,Lindi,80,23,Lindi Rural,Nyengedi,1,False,GeoData Consultants Ltd,VWC,JAICA Borehole Scheme,False,2006,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
63660,0.0,2013-03-16,Government Of Tanzania,952,DWE,37.34598071,-3.30757184,Kwa Sangawe,0,Pangani,Mrukuti,Kilimanjaro,3,4,Moshi Rural,Uru Kusini Mawela,1,True,GeoData Consultants Ltd,Water Board,Rau kariwa karikachi,True,1972,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,others
22660,0.0,2013-02-01,Lga,380,LGA,39.12943863,-10.86575145,Chilala,0,Ruvuma / Southern Coast,Chilala,Mtwara,90,33,Masasi,Lulindi,60,True,GeoData Consultants Ltd,VWC,,True,2001,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
15472,0.0,2013-06-03,Ngiresi Village Community,1645,Ngiresi village community,36.73452055,-3.335186,Kwa Sadik Yangan,0,Pangani,Olovolusi,Arusha,2,2,Arusha Rural,Sokoni II,200,True,GeoData Consultants Ltd,VWC,Ngiresi  pipe line,True,2005,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,others
18740,200.0,2011-04-21,Po,438,Po,37.12961161,-6.68662987,Mwakumulo,0,Wami / Ruvu,Muungano,Morogoro,5,1,Kilosa,Chanzuru,130,True,GeoData Consultants Ltd,VWC,,True,1976,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
47857,0.0,2011-04-17,,0,,33.64755679,-8.77338557,Kwa Mzee Mwakajela,0,Rufiji,Msufini,Mbeya,12,7,Mbarali,Ruiwa,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
19887,0.0,2013-02-16,Government Of Tanzania,1550,DWE,35.73456711,-4.42422497,Mission,0,Internal,Gijedaboshka,Manyara,21,1,Babati,Gidas,600,True,GeoData Consultants Ltd,VWC,,True,2003,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
2107,0.0,2011-07-20,Plan Internatio,0,DWE,32.91873007,-2.63162965,Kwa Samson Zakayo,0,Lake Victoria,Bulale,Mwanza,19,3,Ilemela,Buhongwa,0,True,GeoData Consultants Ltd,VWC,Bulale Water Supply,True,0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair
9729,0.0,2011-04-10,,0,,34.02472463,-8.85053801,Kwa Sala,0,Rufiji,Ofisini,Mbeya,12,7,Mbarali,Chimala,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
45025,0.0,2012-10-19,World Vision,0,World vision,32.17106182,-3.64353604,Kwa Karoli A,0,Lake Tanganyika,Kwa Karoli,Shinyanga,17,5,Bukombe,Masumbwe,0,,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,functional needs repair
1061,0.0,2011-08-12,Kkkt,0,KKKT,33.00590091,-8.95581733,Kwa Mtafya,0,Lake Rukwa,Mawe,Mbeya,12,6,Mbozi,Isansa,0,False,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,others
2221,0.0,2011-07-11,Hesawa,0,HESAWA,30.62020384,-2.51136858,Mpimba,0,Lake Victoria,Nyabinsinda,Kagera,18,30,Ngara,Kibimba,0,True,GeoData Consultants Ltd,VWC,,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,other,other,functional needs repair
64762,0.0,2011-04-16,,0,,33.82177731,-8.80473331,Kwa Mzee Mngete,0,Rufiji,Mjimwema,Mbeya,12,7,Mbarali,Igurusi,0,True,GeoData Consultants Ltd,WUA,,True,0,gravity,gravity,gravity,wua,user-group,never pay,never pay,coloured,colored,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
34030,0.0,2011-07-11,Hesawa,0,DWE,31.48177107,-1.23985971,Kwamutabazi,0,Lake Victoria,Bulifani,Kagera,18,7,Misenyi,Kyaka,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
64755,0.0,2011-02-26,Private Individual,2245,Villa,34.59588269,-9.55472108,none,0,Lake Nyasa,Mjimwema,Iringa,11,4,Njombe,Matola,15,False,GeoData Consultants Ltd,VWC,Nyamno,True,2009,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,others
27121,10.0,2013-01-15,Kuwasa,805,KUWASA,29.6071219,-4.90626498,Uwanjani,0,Lake Tanganyika,Mwenge,Kigoma,16,4,Kigoma Urban,Bangwe,1000,False,GeoData Consultants Ltd,Other,Mradi wa maji wa bangwe,True,1971,other,other,other,other,other,pay per bucket,per bucket,soft,good,dry,dry,lake,river/lake,surface,communal standpipe multiple,communal standpipe,others
28736,0.0,2013-02-19,Danida,940,DANIDA,35.83125661,-10.55917053,Kwa Kumi Bora,0,Rufiji,Kinuli,Ruvuma,10,5,Namtumbo,Luegu,60,True,GeoData Consultants Ltd,WUG,,False,1993,other,other,other,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,others
59155,0.0,2013-01-16,Lips,131,District Council,39.45421536,-10.03911263,Rutamba Primary School,0,Ruvuma / Southern Coast,Shuleni,Lindi,80,23,Lindi Rural,Chiponda,1,True,GeoData Consultants Ltd,VWC,LIPS Water Scheme,False,2004,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
24780,0.0,2011-04-09,,0,,34.13838355,-8.80717586,Kwa Mzee Mwambwiga,0,Rufiji,Kilambo,Mbeya,12,7,Mbarali,Mapogoro,0,True,GeoData Consultants Ltd,VWC,,True,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,others
48893,0.0,2011-04-12,Anglican Church,0,ANGLI,36.32462551,-6.21751127,Ilolo,0,Wami / Ruvu,Ilolo,Dodoma,1,1,Mpwapwa,Chunyu,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,others
20124,500.0,2013-01-16,Dfid,1506,WATER AID,34.65477457,-4.7799169,Shuleni,0,Internal,Ititi,Singida,13,4,Singida Urban,Mandewa,140,True,GeoData Consultants Ltd,WUG,,True,2003,afridev,afridev,handpump,wug,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,others
40739,20.0,2011-03-29,Go,1194,Go,36.92270872,-6.10288919,Shuleni,0,Wami / Ruvu,Batini,Morogoro,5,1,Kilosa,Kibedya,170,True,GeoData Consultants Ltd,VWC,Ga,True,1974,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
29130,2000.0,2013-03-22,Kkkt Church,662,KKKT CHURCH,37.91398221,-4.49861808,Mbuyuni Primary,0,Pangani,Mbuyuni B,Kilimanjaro,3,3,Same,Hedaru,960,True,GeoData Consultants Ltd,Water authority,Hedaru kati water supply,True,2010,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
25415,0.0,2013-01-24,Christian Outrich,1136,DWE,30.28541903,-4.66091827,Sekondari,0,Lake Tanganyika,Mlalangone,Kigoma,16,2,Kasulu,Rungwe Mpya,340,True,GeoData Consultants Ltd,Private operator,,False,2003,other,other,other,private operator,commercial,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,others
6229,0.0,2011-08-04,Government Of Tanzania,0,Central government,30.7138929,-2.6187171,Centre,0,Lake Victoria,Nyamahawa,Kagera,18,30,Ngara,Nyakisasa,0,True,GeoData Consultants Ltd,VWC,Kashanda spring source,False,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,others
49494,250.0,2013-02-14,Rwssp,1565,Government,30.10601411,-4.43948161,Ofisi Ya Kijiji,0,Lake Tanganyika,Kibimba,Kigoma,16,2,Kasulu,Msambara,520,True,GeoData Consultants Ltd,Water authority,Kalenge,True,2009,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
50276,0.0,2013-01-30,Norad,2175,Norad,31.70400111,-8.03180249,Kwa Adam,0,Lake Rukwa,Jangwani,Rukwa,15,4,Sumbawanga Urban,Mollo,0,True,GeoData Consultants Ltd,VWC,,True,1993,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,others
57559,0.0,2013-02-10,Norad,914,DWE,29.65305524,-4.78637256,Kwa Amran Shaban,0,Lake Tanganyika,Sanze,Kigoma,16,3,Kigoma Rural,Kagongo,300,True,GeoData Consultants Ltd,VWC,Kagongo water project,True,1992,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional needs repair
18496,0.0,2011-07-18,Government Of Tanzania,0,Government,0.0,-2e-08,Bombani,0,Lake Victoria,Ujamaa B,Mwanza,19,6,Geita,Kalangalala,0,True,GeoData Consultants Ltd,VWC,Kalangalala,True,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
54965,0.0,2011-07-07,Hewasa,0,DWE,31.49358624,-1.55546834,Kwa Mzee Ndyamkam,0,Lake Victoria,Kabirizi Mangaribi,Kagera,18,2,Bukoba Rural,Rubale,0,True,GeoData Consultants Ltd,VWC,,True,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
17880,0.0,2013-02-15,Dwsp,0,DWE,0.0,-2e-08,Ngwabuge,0,Lake Victoria,Ng'Ong'Oi,Shinyanga,17,1,Bariadi,Somanda,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
4606,0.0,2011-03-06,Mtewe,1678,Mtewe,35.09785515,-9.53750995,none,0,Lake Nyasa,Muungano,Iringa,11,4,Njombe,Kifanya,1,True,GeoData Consultants Ltd,VWC,,False,2004,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,others
1897,0.0,2011-04-07,Government Of Tanzania,1158,DWE,38.32397226,-4.8318559,Kwa Amina,0,Pangani,Duio,Tanga,4,1,Lushoto,Ubiri,1,True,GeoData Consultants Ltd,VWC,Ilente streem,True,1982,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
17011,0.0,2013-02-17,Private,-33,Artisan,39.2813817,-8.38242709,Somanga Filling Station,0,Rufiji,Somanga Ndumbo,Lindi,80,13,Kilwa,Kinjumbi,356,True,GeoData Consultants Ltd,,,True,2004,nira/tanira,nira/tanira,handpump,private operator,commercial,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
1339,0.0,2013-03-18,Government Of Tanzania,833,Government,37.55602543,-3.38645083,Mama Kenedy,0,Pangani,Mtemboni,Kilimanjaro,3,4,Moshi Rural,Makuyuni,1,True,GeoData Consultants Ltd,Water authority,Mananga-himo pipeline,True,2011,gravity,gravity,gravity,water authority,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
40525,600.0,2013-01-28,Isf,804,DWE,29.73841582,-4.90282033,Msikitini,0,Lake Tanganyika,Bondo,Kigoma,16,3,Kigoma Rural,Simbo,185,True,GeoData Consultants Ltd,WUG,Mkongoro Two,True,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
12620,0.0,2013-03-26,Government Of Tanzania,1543,Government,34.84857612,-11.07313992,Kwa Mzee Emiriani,0,Lake Nyasa,Hohoma,Ruvuma,10,3,Mbinga,Mikalanga,120,True,GeoData Consultants Ltd,WUG,Government,True,2010,gravity,gravity,gravity,wug,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
34675,1000.0,2013-01-25,Rudep,1175,Distri,30.98259592,-6.22542561,Hassan Manyere,0,Lake Rukwa,Ifukutwa B,Rukwa,15,1,Mpanda,Mpanda Ndogo,450,True,GeoData Consultants Ltd,VWC,,True,1994,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
4041,20.0,2013-03-18,Government Of Tanzania,977,DWE,36.82596368,-3.49039114,Kwa Gabriel Lota,0,Pangani,Marurani Kati,Arusha,2,2,Arusha Rural,Nduruma,150,True,GeoData Consultants Ltd,VWC,Machumba estate pipe line,True,1980,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
8994,0.0,2013-02-05,Norad,1206,RWE/DWE,30.46207628,-3.60617,Fransis Kabika,0,Lake Tanganyika,Nyakasanda Kati,Kigoma,16,1,Kibondo,Mabamba,230,True,GeoData Consultants Ltd,VWC,Nyakasanda gravity water supply,False,1990,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional needs repair
17325,250.0,2013-02-14,Oxfam,1423,OXFAM,30.10879473,-4.37028394,Kwa Shima,0,Lake Tanganyika,Kishigwe,Kigoma,16,2,Kasulu,Munyegera,360,True,GeoData Consultants Ltd,Water authority,Mtobo,True,1996,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
65410,0.0,2011-08-18,Dwe/norad,1606,DWE,32.03402502,-8.52466331,Kayus Victori,0,Lake Rukwa,Mwanga,Rukwa,15,2,Sumbawanga Rural,Laela,200,True,GeoData Consultants Ltd,VWC,Laela group water Supp,True,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
57214,0.0,2011-04-04,Government Of Tanzania,1207,DWE,38.31656337,-4.845114,Kwa Mkulia,0,Pangani,Handei,Tanga,4,1,Lushoto,Ubiri,1,True,GeoData Consultants Ltd,VWC,Ilente streem,True,1982,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,others
17673,250.0,2013-01-25,Kadp,1277,KADP,30.0505103,-4.68365392,Kwa Selemani,0,Lake Tanganyika,Misheni,Kigoma,16,2,Kasulu,Muzye,850,True,GeoData Consultants Ltd,Water authority,Lundugu,True,2002,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
44522,0.0,2013-01-23,Rwssp,0,DWE,0.0,-2e-08,Idoselo,0,Lake Victoria,Iponyanumbu,Shinyanga,17,1,Bariadi,Dutwa,0,True,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair
16757,0.0,2011-07-20,H,0,H,32.9370325,-2.46745311,Kwa Kusekwa,0,Lake Victoria,1,Mwanza,19,8,Ilemela,Ilemela,0,True,GeoData Consultants Ltd,VWC,,True,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,functional needs repair
9908,0.0,2011-04-01,World Bank,0,Commu,35.75879277,-6.32404853,Kituo Cha Biblia,0,Rufiji,Muungano,Dodoma,1,5,Dodoma Urban,Mpunguzi,0,True,GeoData Consultants Ltd,VWC,Matu,False,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional needs repair
30867,0.0,2013-02-26,Padep,1568,PADEP,35.45048857,-4.26857116,Kwa Ezekiel,0,Internal,Lehodeshi,Manyara,21,1,Babati,Dabil,203,True,GeoData Consultants Ltd,VWC,,True,2009,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
58490,300.0,2013-02-09,Isf,809,DWE,29.78588348,-5.34860515,Shule Ya Msingi Sunuka,0,Lake Tanganyika,Kinyaba,Kigoma,16,3,Kigoma Rural,Sunuka,680,False,GeoData Consultants Ltd,Parastatal,Sunuka water project,True,2006,gravity,gravity,gravity,parastatal,parastatal,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
72284,0.0,2013-03-20,Magadini-makiwaru Water,1367,Magadini-Makiwaru wa,37.02883228,-3.16481014,Kwa Zakayo Urio,0,Pangani,Mlangoni,Kilimanjaro,3,7,Siha,Siha Kati,1,True,GeoData Consultants Ltd,Water Board,BL Kilingi,True,2001,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
46928,0.0,2012-10-06,Tasaf,0,TASAF,33.23251523,-3.57619137,Mwang'Hosha,0,Internal,Ibuguturu A,Shinyanga,17,3,Shinyanga Rural,Mwantini,0,False,GeoData Consultants Ltd,Parastatal,,True,0,other,other,other,parastatal,parastatal,never pay,never pay,soft,good,unknown,unknown,rainwater harvesting,rainwater harvesting,surface,other,other,functional needs repair
58175,0.0,2013-01-17,Danida,1467,DWE,30.72504585,-3.58512261,Katunguru,0,Lake Tanganyika,Katunguru,Kigoma,16,1,Kibondo,Kibondo Urban,1000,True,GeoData Consultants Ltd,Water authority,Kibondo gravity point source water supply,True,1999,gravity,gravity,gravity,water authority,commercial,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional needs repair
41821,25.0,2013-03-08,Government Of Tanzania,990,DWE,35.77777572,-4.00055187,Rest House,0,Internal,Warangi A,Manyara,21,1,Babati,Magugu,240,True,GeoData Consultants Ltd,Water Board,,True,1984,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair
2385,0.0,2011-07-16,Government Of Tanzania,0,DWE,32.87958053,-2.63894937,Saa Nane,0,Lake Victoria,Shadi,Mwanza,19,3,Magu,Magu Urban,0,True,GeoData Consultants Ltd,VWC,Shadi Water Supply,True,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe,others
